source,league,season,source_name,panel_club,matched
panel_unmapped_from_events,,,Merida,Merida,False
panel_unmapped_from_events,,,Messina,Messina,False
panel_unmapped_from_events,,,Modena,Modena,False
panel_unmapped_from_events,,,Munich 1860,Munich 1860,False
panel_unmapped_from_events,,,Nimes,Nimes,False
panel_unmapped_from_events,,,Oldham,Oldham,False
panel_unmapped_from_events,,,Oviedo,Oviedo,False
panel_unmapped_from_events,,,Paderborn,Paderborn,False
panel_unmapped_from_events,,,Padova,Padova,False
panel_unmapped_from_events,,,Perugia,Perugia,False
panel_unmapped_from_events,,,Piacenza,Piacenza,False
panel_unmapped_from_events,,,Reggiana,Reggiana,False
panel_unmapped_from_events,,,Salamanca,Salamanca,False
panel_unmapped_from_events,,,Sedan,Sedan,False
panel_unmapped_from_events,,,Sheffield Weds,Sheffield Weds,False
panel_unmapped_from_events,,,Swindon,Swindon,False
panel_unmapped_from_events,,,Treviso,Treviso,False
panel_unmapped_from_events,,,Uerdingen,Uerdingen,False
panel_unmapped_from_events,,,Ulm,Ulm,False
panel_unmapped_from_events,,,Unterhaching,Unterhaching,False
panel_unmapped_from_events,,,Vicenza,Vicenza,False
panel_unmapped_from_events,,,Villareal,Villareal,False
panel_unmapped_from_events,,,Wattenscheid,Wattenscheid,False
panel_unmapped_from_events,,,Wimbledon,Wimbledon,False
